state	yr	qtr	index_nsa	index_sa	Warning
DC	1992	4	99.05	100.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1993	1	94.14	94.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1993	2	99.55	97.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1993	3	99.30	97.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1993	4	92.21	92.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1994	1	96.35	96.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1994	2	99.75	98.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1994	3	99.23	97.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1994	4	92.52	93.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1995	1	92.45	92.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1995	2	90.64	89.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1995	3	93.17	91.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1995	4	93.54	94.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1996	1	94.94	94.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1996	2	96.58	95.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1996	3	94.82	93.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1996	4	98.20	98.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1997	1	90.27	89.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1997	2	98.07	96.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1997	3	93.74	91.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1997	4	95.66	96.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1998	1	98.41	98.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1998	2	101.70	100.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1998	3	107.67	105.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1998	4	108.63	109.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1999	1	109.49	109.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1999	2	112.92	111.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1999	3	120.15	118.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1999	4	119.93	120.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2000	1	128.83	128.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2000	2	131.74	130.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2000	3	136.45	134.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2000	4	135.38	135.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2001	1	143.83	143.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2001	2	150.54	148.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2001	3	160.05	157.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2001	4	162.62	162.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2002	1	170.65	171.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2002	2	183.15	180.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2002	3	189.58	185.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2002	4	194.85	195.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2003	1	191.19	191.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2003	2	212.85	210.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2003	3	223.89	218.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2003	4	223.78	223.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2004	1	245.38	246.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2004	2	256.75	253.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2004	3	262.65	256.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2004	4	283.44	283.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2005	1	286.08	287.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2005	2	319.60	316.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2005	3	336.01	328.21	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2005	4	328.56	327.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2006	1	325.84	328.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2006	2	329.43	326.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2006	3	346.73	338.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2006	4	343.31	341.76	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2007	1	342.48	345.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2007	2	353.46	350.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2007	3	353.76	345.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2007	4	344.03	341.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2008	1	335.61	338.63	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2008	2	325.40	323.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2008	3	337.85	329.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2008	4	324.77	323.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2009	1	308.56	310.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2009	2	322.53	321.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2009	3	327.41	318.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2009	4	330.67	329.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2010	1	342.18	344.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2010	2	318.66	318.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2010	3	347.03	336.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2010	4	331.21	330.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2011	1	322.84	324.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2011	2	351.07	351.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2011	3	341.20	330.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2011	4	354.47	353.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2012	1	355.97	357.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2012	2	359.71	359.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2012	3	382.24	370.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2012	4	386.58	386.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2013	1	395.22	396.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2013	2	406.05	406.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2013	3	441.70	427.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2013	4	413.13	412.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1991	2	99.97	99.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1991	3	99.81	99.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1991	4	100.99	100.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1992	1	100.72	100.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1992	2	99.95	99.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1992	3	99.71	99.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1992	4	101.12	100.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1993	1	99.06	99.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1993	2	99.44	99.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1993	3	99.46	99.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1993	4	98.98	98.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1994	1	97.31	97.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1994	2	99.92	99.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1994	3	100.17	99.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1994	4	100.22	99.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1995	1	100.00	99.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1995	2	99.25	99.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1995	3	99.88	99.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1995	4	99.65	99.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1996	1	99.80	99.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1996	2	99.56	99.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1996	3	101.27	100.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1996	4	100.49	100.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1997	1	100.64	100.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1997	2	100.90	100.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1997	3	102.60	101.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1997	4	101.25	101.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1998	1	103.11	102.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1998	2	103.70	103.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1998	3	106.48	105.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1998	4	105.93	105.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1999	1	107.59	107.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1999	2	109.93	109.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1999	3	112.23	111.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1999	4	112.97	112.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2000	1	114.95	114.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2000	2	116.46	116.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2000	3	119.45	118.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2000	4	121.62	121.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2001	1	124.39	124.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2001	2	126.12	126.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2001	3	128.80	127.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2001	4	131.81	131.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2002	1	133.82	133.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2002	2	138.11	137.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2002	3	143.36	142.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2002	4	145.14	144.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2003	1	147.74	147.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2003	2	152.13	152.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2003	3	156.52	155.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2003	4	160.63	160.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2004	1	166.20	166.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2004	2	170.75	170.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2004	3	180.90	179.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2004	4	184.76	184.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2005	1	189.02	188.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2005	2	197.58	197.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2005	3	203.91	202.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2005	4	208.91	208.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2006	1	215.63	215.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2006	2	215.40	214.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2006	3	220.49	218.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2006	4	222.31	222.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2007	1	218.46	217.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2007	2	220.06	219.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2007	3	222.43	221.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2007	4	216.07	216.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2008	1	214.85	213.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2008	2	210.56	209.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2008	3	205.33	205.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2008	4	198.60	198.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2009	1	204.44	202.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2009	2	206.85	206.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2009	3	194.08	194.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2009	4	190.23	189.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2010	1	194.65	193.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2010	2	188.53	188.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2010	3	186.32	186.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2010	4	191.22	189.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2011	1	182.16	181.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2011	2	174.26	174.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2011	3	172.26	171.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2011	4	180.35	178.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2012	1	170.38	170.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2012	2	171.76	172.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2012	3	182.03	180.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2012	4	182.72	180.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2013	1	180.99	181.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2013	2	184.44	185.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2013	3	186.04	184.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2013	4	182.88	180.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
FL	1991	1	100.00	100.00	
FL	1991	2	100.59	100.28	
FL	1991	3	100.33	99.96	
FL	1991	4	100.89	100.44	
FL	1992	1	101.43	101.40	
FL	1992	2	101.10	100.81	
FL	1992	3	102.34	101.94	
